Id,SalePrice
261,142208.1465
1559,78354.3996
577,203431.422
2812,196915.9093
2080,150576.8485
1368,107036.7545
2376,123515.4263
659,110421.1622
1235,124337.6351
332,84869.62832
1917,141606.1926
2094,255739.1848
1460,271898.0859
1471,206580.3005
1509,121036.281
1922,128829.3282
433,568209.6363
460,278180.4174
1116,247398.1188
1137,163053.1962
53,179369.9099
2354,249766.8285
1475,200262.7028
1761,722450.4369
842,135639.8264
2739,177027.631
2509,167544.1676
1007,200826.4184
2610,165206.8593
1952,97844.02864
2719,181778.2823
2921,90167.75174
1966,140233.4402
292,123868.1726
1204,186264.9382
1829,245525.2749
2419,182089.3382
391,157424.7612
798,110183.0503
481,200958.5412
193,194721.1433
555,123388.4333
899,75117.11726
2357,174431.0879
328,123875.041
1356,126171.1398
1154,111861.3563
1730,178138.881
2249,152427.889
1119,260388.2044
2856,133711.5881
1394,126803.5766
2587,117510.0363
61,321363.1127
2661,180860.5497
2711,124320.2952
1147,176958.4604
757,128894.9632
2623,89394.18762
2378,151742.411
1413,128399.8831
1722,228423.1087
1112,207735.2194
1623,184777.1864
1201,178679.9627
1513,118648.382
957,269422.6447
1171,278279.098
1145,190332.8645
2726,236418.6762
703,145941.082
760,81964.30056
1964,144791.218
2512,186503.7483
159,131319.2915
1281,162727.4683
468,178962.8391
290,126094.3693
665,99411.6053
1463,266773.126
1792,211737.3956
923,145717.5966
500,266868.7207
1408,148666.848
331,83728.22506
170,119887.9501
2192,98740.72866
2571,316735.9413
2314,159947.1261
2647,92587.90708
422,491742.0931
2457,345963.7647
1838,209690.6712
2805,245504.5624
1645,164037.328
1711,292665.4097
2825,245334.6839
322,340905.1349
2103,261290.1513
342,118763.0238
600,117410.279
488,185739.2728
1725,325368.3947
2246,281112.9928
2847,165807.0207
806,239372.0632
530,227746.5134
963,192494.9831
2678,104199.5048
171,87027.63566
2401,438854.0884
805,226062.4627
2259,193414.5214
1748,185565.4405
1361,110536.7779
1677,109465.8388
1406,148528.4135
2322,223016.6362
688,147469.6746
143,135095.9732
804,207491.2983
1214,155952.0481
2828,134026.8162
1999,187083.6125
2467,190793.7141
2665,148000.9195
1538,384118.4921
398,111996.2411
2822,131163.944
2157,149095.632
1856,176856.8687
1269,106598.9569
2570,115293.1032
2320,236093.135
1517,122419.5614
2304,106155.6645
1312,103842.6992
2012,134471.8029
506,215286.2917
2865,189692.5476
2367,101745.5225
554,105581.8423
238,128243.3268
1954,116827.8683
2488,139735.7406
2291,97745.13499
1969,98360.0725
2725,160250.2146
1482,157021.853
2763,193457.9393
503,245416.0765
1584,246020.5024
1531,152861.2111
2210,175115.0132
459,346725.5746
556,118482.455
1347,130183.6272
1290,86983.34062
1388,100094.8677
1571,204966.9694
2754,205482.6495
765,139086.3655
2494,119431.1921
2870,225691.5266
7,232489.735
1114,239060.3478
2418,266619.9121
291,116228.6678
18,349684.189
39,361526.2163
1001,271888.3573
2442,231602.7008
616,126154.8013
2680,77104.41167
1414,124635.0198
289,141282.0704
40,246634.8515
860,114711.9954
409,126929.9848
673,143859.2021
2427,179256.6264
2036,176123.1783
2564,139841.3938
642,176130.6275
1008,176919.1757
1908,144692.3375
2519,213630.8023
1369,87040.87334
2855,163645.9911
712,87807.36301
1943,105651.4499
1958,129810.7811
107,162108.8764
2295,182886.8147
704,92267.29018
676,126184.9099
259,175506.3282
93,289105.8775
106,244656.8084
2315,174870.0039
1050,110949.0463
1095,201488.7849
2709,132861.9152
758,140222.1835
1496,143122.7609
2370,115346.7403
2458,268456.0177
2733,127763.6253
161,267341.3496
726,140681.1738
845,214042.1613
947,256787.902
2232,97708.2309
2563,145280.4954
2299,132170.3262
211,110716.3336
605,175188.1171
1478,206251.4698
2247,291093.1717
2274,190197.8389
2869,216464.1456
967,208186.3877
2656,112605.821
667,212552.2317
1042,105909.0888
2023,148659.1053
2447,395014.7055
2055,125192.441
2275,287263.9125
2204,181875.964
1563,295751.4622
483,224210.1366
796,140468.5302
1526,169718.5546
2042,144909.0484
442,344808.9074
1693,307077.9234
1468,222164.5744
1430,195710.5991
2605,154791.9359
1529,209536.6585
335,124825.0073
1287,118353.1425
31,97688.80482
1785,279499.9117
82,157010.1467
2620,128825.7226
252,191947.6687
721,82293.29645
2165,187550.7212
2316,172529.4957
775,124772.1741
1558,89235.53586
17,179647.5382
1022,229163.8138
925,135088.1226
438,282682.091
1270,138746.1535
1272,119808.9479
215,145396.1943
266,227817.4666
2402,280381.6666
1250,125599.8554
1984,104228.0883
1279,132790.9393
377,236285.0375
1252,141697.9308
2156,266089.3138
499,306586.029
1374,124670.2501
2898,231430.6351
401,109630.309
2721,182984.3696
2078,267425.7007
2589,129674.0825
1946,234686.9014
1334,130908.0606
2781,230189.8422
431,424337.7299
576,205022.8979
1474,206663.9411
2254,136515.5269
2155,286047.6378
885,120632.5188
643,136295.9258
1944,129039.9649
480,198107.0823
2845,107125.0753
2387,312860.7786
2407,211369.025
2527,159923.8069
2514,163485.1511
629,176840.2019
80,198657.2051
1876,140294.5898
1546,106594.2097
2518,165237.3821
2347,152151.1538
783,217626.0261
1322,75142.60121
194,99473.05326
1770,285461.5242
2143,138517.8059
1229,198006.7989
511,279204.171
46,223572.5251
1348,160870.9105
2465,189558.1777
387,230567.1534
873,219439.2809
1918,121539.0533
2764,237966.1202
2184,125176.5806
934,145371.3197
1920,126769.0037
2631,139251.5624
1768,713959.5763
2040,113923.714
1749,214217.3526
834,245563.46
1457,240849.9089
79,124197.4735
2302,111523.4634
1817,133080.6704
2755,227182.6751
359,175943.7988
2059,110783.0697
2092,232559.6347
2516,239404.7282
150,109536.0034
1656,145493.0985
83,106502.6095
2411,185210.7922
795,87546.86835
2312,226368.3261
2917,97248.46254
1624,174144.642
2215,292176.5298
1211,147309.1934
1485,157086.3836
1024,170923.2242
570,190523.8277
2874,114546.5493
700,141336.8041
2756,210895.8238
2022,173335.006
583,234674.7522
2392,372705.275
2424,204555.006
212,110934.9328
736,140370.2088
1610,172191.8031
890,116643.8028
467,176195.1785
578,215037.0534
1747,177423.3343
1149,168298.3416
2758,232195.4223
857,131575.1661
2219,282948.2666
733,110553.4682
2909,106064.3101
1798,260512.074
235,125507.2477
2366,124274.4336
1027,123659.6645
1195,139033.8947
1303,64184.32489
148,187084.7699
608,157250.9256
2515,192173.7343
821,291155.0922
2500,274152.3763
745,118457.8063
741,125530.2566
1611,113061.463
2532,124535.285
1081,226779.7956
1692,436821.8158
2520,179133.1952
276,105098.2544
1992,116502.6567
663,64182.45112
418,122525.9383
1733,194436.9766
2359,140197.4982
253,190779.9232
1518,169406.1634
2035,119308.8699
2919,80191.98621
1540,262803.0357
2120,135045.915
1674,191361.7706
256,147447.2239
2361,106277.6062
978,89970.79384
2280,155928.0134
2095,209220.3235
1709,316759.473
2801,236227.1426
1246,121870.6558
2373,108586.686
1055,270427.5988
2017,123930.2064
1099,262340.7456
1344,105369.9582
835,167975.569
1117,211393.0695
2043,89751.24949
2085,128090.2634
410,146015.7716
2650,101873.3225
2867,165876.957
1668,113237.4717
1161,173347.585
2122,177949.619
2539,135963.2266
1047,132302.2468
1445,122034.7353
541,125746.3511
569,227506.0842
1276,126314.076
918,156222.839
326,173940.1226
1936,128730.6778
895,97686.90141
257,132498.5596
1241,176724.753
1545,107745.1461
1189,179118.8184
270,149328.7022
2066,188965.2307
693,105763.4127
1259,143328.2553
2916,138086.4337
2321,287909.1549
1977,101921.1427
1895,147876.3795
1240,162446.0724
85,142512.4224
1823,117866.2403
825,302696.7544
110,228850.5566
697,110894.9606
2297,100721.5577
1231,135125.7222
1355,133235.0595
968,340388.2277
584,208094.103
1315,109021.0808
1606,134825.179
206,99433.13586
1685,340230.0508
2016,136444.6829
869,205707.1767
2135,116336.0511
2346,168047.4058
2430,227004.8195
2198,104986.0078
2652,110108.1601
27,113507.1693
241,167093.1403
906,123773.5792
1506,110250.4961
2098,369406.4875
1435,218433.1923
2213,122987.6002
1274,142002.4144
743,63132.24057
1737,191468.3354
2797,269769.2766
2185,82866.81799
58,168259.83
830,201102.1699
808,115300.2963
680,160515.7416
1153,118963.7235
1291,133755.8211
1818,142158.0296
2161,184906.5481
1883,125905.1454
350,364163.4312
2473,136640.7735
295,189898.868
293,189534.4166
859,129779.9065
288,90369.33717
1578,141150.5267
102,178828.5399
2831,171567.3903
1030,167325.3906
2551,140353.8304
1286,139767.3292
958,316192.0684
776,120413.4252
72,215037.7492
2263,249372.7636
1866,144129.3554
2876,74431.45716
2146,263973.5586
103,184111.6345
1500,137657.4316
492,179711.3682
167,135040.4613
2597,113834.7997
2685,114117.3376
1035,149842.8141
1220,81314.15855
2602,138143.371
2159,212691.4809
695,146707.3573
1109,263661.6637
640,173179.9445
1652,154768.5766
2090,188199.0949
1188,174721.2543
2345,210405.7546
1059,423137.5386
2751,232141.8515
128,200044.3047
1523,200552.4451
2925,159716.0478
2145,296325.8882
1121,214549.0437
566,295893.9673
565,222360.4486
1331,135918.7396
2928,107629.172
156,142055.1729
797,145163.9313
327,91920.92287
2859,151964.2158
1453,112315.0206
1762,361957.4474
1868,186234.575
1760,179148.7856
1113,251204.222
1812,181893.2527
117,142531.2602
1142,212721.5082
2342,396276.776
927,149854.5075
2478,181391.8266
655,86365.40819
2064,128055.4765
369,245727.0801
2239,105420.3014
2732,213629.3857
1653,155967.1927
959,198139.495
2395,341407.9858
1412,97885.77031
271,259547.3727
1484,157192.0364
1497,142615.4639
552,151132.9553
2,118293.0332
1855,297232.2995
4,303569.1242
2292,157756.9965
134,132925.5082
646,112114.7522
42,308293.7118
532,222807.3868
713,100343.7091
2561,132935.3107
2360,134838.9153
1333,128477.6543
1407,195853.2712
2892,281816.6635
574,226015.9624
1227,179048.1278
2591,227838.5851
1476,211408.1102
1125,255440.7996
1446,127597.5212
408,107631.7527
1101,284422.4686
2251,188218.0079
373,179686.2156
2554,123610.9613
2382,264274.3736
1985,87061.5324
519,220447.4229
1093,194373.2713
864,255102.6969
2889,142117.7743
2308,172239.8706
986,148646.7964
1302,131619.814
585,144987.3013
2708,137589.7354
147,120916.6803
1441,227199.221
383,177036.6708
285,151101.9175
181,105987.233
358,163783.3158
780,166435.5694
258,193264.3593
1865,201285.8324
692,117798.2654
2902,332333.9582
508,256747.97
2638,127653.6694
36,143406.1121
611,157611.8157
2281,123088.6413
1678,125331.911
1696,483377.727
1557,78228.14003
2180,150440.9784
1726,226886.024
951,146482.028
267,228355.0554
2706,134637.4197
2221,246148.6547
1357,153147.8988
2901,312287.2361
347,168526.7591
2164,194851.106
1586,315782.209
360,172254.8945
1769,228368.7188
2617,148596.0499
1879,161916.1072
991,209909.0326
1535,122951.9401
1191,161527.5427
1579,196600.5717
1882,129865.0456
1510,126923.7885
2196,152110.5879
1845,176572.2193
2336,393736.2222
942,87655.5502
861,120950.4906
2555,110040.4077
1392,146062.5346
2099,261290.1513
1543,119810.2028
948,263114.7152
1239,164023.4963
22,189831.6915
2796,242574.2489
2747,180466.8456
92,291150.5792
210,181718.1785
1858,209550.1447
2228,161122.912
447,217968.9178
827,249170.3883
1649,203918.3029
682,124046.2687
2698,99211.23914
494,163999.6526
214,103227.5404
2441,234194.8372
2679,106219.6524
1336,129721.3443
465,188268.5606
1524,150221.4562
2543,119158.1714
631,129093.971
2452,304807.1903
228,149392.1739
126,163456.0726
1092,222746.4451
1122,202981.7208
932,212494.1628
1980,93385.49525
2171,110471.9232
551,146547.9535
2768,191547.5179
2056,110915.0808
1159,372790.2566
2645,118450.7593
1174,183354.5015
2266,214636.1142
2462,429251.9575
1219,147717.2072
2922,181912.7462
118,140996.9665
474,187559.3006
2576,146447.3135
872,283114.8287
1077,228804.4834
1536,141929.2021
1150,125693.0457
2341,302215.3114
1931,140800.9361
2785,126103.7205
2538,124123.8116
597,207911.4991
464,190327.2585
233,210113.0249
2169,130668.0628
2123,168686.4584
1867,150899.6482
137,258019.8331
515,226875.2634
933,116614.3016
2784,148929.5048
972,176284.1427
599,159149.4066
2614,137071.8225
2582,143351.4792
1409,161833.9737
175,101958.5738
352,225954.1413
976,98453.4493
2134,192575.8324
984,110449.8529
2396,382616.1586
1673,147169.6002
404,110093.8095
607,169442.3782
814,169174.3495
868,195330.2895
2271,198556.0446
1633,243993.4489
337,210497.4419
2765,161688.9477
1746,233909.4288
368,333923.2948
2806,208467.7163
1662,182508.4051
1234,210222.6087
1373,133208.7477
1672,103822.7373
1939,131405.8558
